Work Order,Description,Work Type,Location
WDW1135329,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135328,Brake components - Air filter strainer-element (B01) - Clean,CM,707024
WDW1135327,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135326,HR_Running Gear - Bogies - Inspect,CM,707024
WDW1135325,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135324,Carbody - Underframe - Inspect,CM,707024
WDW1135323,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135322,HR_Running gear - Wheel condition - Inspect,CM,707024
WDW1135321,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135320,HR_Running gear - Wheel profile gauging - Inspect,CM,707024
WDW1135319,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135318,Power supply - Shoe collector assembly- Inspection,CM,707024
WDW1135317,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135316,Complete vehicle - Post works interior - Examine,CM,707024
WDW1135315,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135314,Complete vehicle - Post works exterior - Examine,CM,707024
WDW1135313,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135312,Bogies - Flange lubrication - Service,CM,707024
WDW1135311,"BLOCK_01 - Underframe, Exam B23B",CM,707024
WDW1135310,EXAM_Cl707 B23B - Underframe,CM,707024
WDW1135309,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135308,Complete vehicle - Post works interior - Examine,CM,707024
WDW1135307,"BLOCK_04 - Prep, Exam B23A",CM,707024
WDW1135306,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135305,Gangways/gangway facilities - Gangways Intermediate gangway - Inspect and Clean,CM,707024
WDW1135304,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135303,Pneumatic/hydraulic equipment - High tone horn - Inspect and Clean,CM,707024
WDW1135302,"BLOCK_03 - SC3 Tasks, Exam B23A",CM,707024
WDW1135301,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135300,SC_Brake components - Emergency brake - Function test,CM,707024
WDW1135299,"BLOCK_02 - SC2 Tasks, Exam B23A",CM,707024
WDW1135298,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135297,Carbody - Vehicle Front - Inspect,CM,707024
WDW1135296,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135295,Interior appointments - Windscreen wiper - Function test,CM,707024
WDW1135294,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135293,Gangways/gangway facilities - Gangways Intermediate gangway - Inspect and Clean,CM,707024
WDW1135292,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135291,HVAC - Cab filter mat - Replace,CM,707024
WDW1135290,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135289,HVAC - Saloon filter mat - Replace,CM,707024
WDW1135288,The work instruction for this task is on the Maintenance Portal,CM,707024
WDW1135287,Carbody - Roof - Inspection,CM,707024
WDW1135286,"BLOCK_01 - Roof & Bogie Drop, Exam B23A",CM,707024
WDW1135285,EXAM_Cl707 B23A - Roof,CM,707024
WDW1135284,SPSR 425 Replaced,CM,707014
WDW1135282,mileage jump on 707006 please correct in SPCS,CM,707006
WDW1135256,"smart valve replaced 424, medium fault",CM,707021
WDW1135226,drivers seat changed,CM,707019
WDW1135167,VAN - 707021 DMI Light sensor vandalised,CM,707021
WDW1135165,707024 -425 smoke detector replace required,CM,707024
WDW1135164,707024 423 smoke detector replace required,CM,707024
WDW1135163,HVAC - 421030 - Cab HVAC excessively noisy,CM,707030
WDW1135162,707030 Smoke detector replace required 421,CM,707030
WDW1135161,707030 - smoke detector system clean required (see long),CM,707030
WDW1134981,707009 425 SPCS BATF fault,CM,707009
WDW1134977,707008 - 423 DVR replace,CM,707008
WDW1134847,707014 - 425 - HMI slow to respond,CM,707014
WDW1134844,707029 - 425- PIS fault no announcements,CM,707029
WDW1134811,423 Door D DCU replaced,CM,707027
WDW1134810,DVR replace 425 - OTM screen keeps blanking,CM,707019
WDW1134809,425 HMI replaced - repeatedly failing to boot up,CM,707026
WDW1134808,"Door interlock LEDS, not illumincating in 425 (see long)",CM,707018
WDW1134737,,CM,707024
WDW1134713,DOORS - 424024 - Door A failure,CM,707024
WDW1134665,423 Smart vlave replace,CM,707005
WDW1134662,Please replace 423 side B DOO camera,CM,707003
WDW1134567,Battery charger A2V00002330091,CM,707006
WDW1134566,SPCS A2V00002276097,CM,707011
WDW1134565,Voltage transducer DV 1000 A2V00002120561,CM,707002
WDW1134551,Interior - 707022 - Carry out RAAP009 prep,CM,707022
WDW1134548,INTERIOR-421-Route diagram missing.,CM,707030
WDW1134536,DOO Camera replaced 424 Side B,CM,707021
WDW1134492,PIS - 422017 - B1 GOP not responding (from 21/9/23),CM,707017
WDW1134489,PIS - 421017 - PA handset not working,CM,707017
WDW1134362,INTERIOR - 707024 - Smoke detector engineering check required,CM,707024
WDW1134361,INTERIOR - 425024 - Smoke detector failure,CM,707024
WDW1134358,Interior - 707016 - Carry out RAAP009 prep,CM,707016
WDW1134354,INTERIOR - 425030 - Smoke detector failure,CM,707030
WDW1134353,425 Side B DOO replaced,CM,707002
WDW1134305,"UNDERFRAME - 425024 - Flange lube hose found detached during prep, B side.",CM,707024
WDW1134303,INTERIOR-424024-Smoke detector failure,CM,707024
WDW1134158,Bogies - Wheel condition - inspect. W/o raised for NQT training purposes,CM,707015
WDW1134157,Power conversion - Gearbox - service. W/o raised for NQT training purposes,CM,707015
WDW1134156,Power conversion - Brake resistor - Inspect. W/o raised for NQT training purposes,CM,707015
WDW1134155,Power conversion - Traction inverter. W/o raised for NQT training purposes,CM,707015
WDW1134154,"Indicating, recording, display Traction equip fire detection Examine. NQT training",CM,707015
WDW1134153,Doors - saloon doors - Inspect. W/o raised for NQT training purposes,CM,707015
WDW1134101,Undeframe - 421015 - Earth return - bolts on non rotation leg to replace on wh6,CM,707015
WDW1134089,battery charger replaced,CM,707023
WDW1134088,battery charger replaced,CM,707025
WDW1134087,smart valve replaced,CM,707007
WDW1134085,WHEELS - 425 and 421 wheel 6 axle end cap leaking,CM,707015
WDW1134081,PIS - 425016 - cab to cab issue,CM,707016
WDW1133948,Drivers Seat Replaced,CM,707012
WDW1133947,EP2002 Smart Valve Replaced,CM,707002
WDW1133946,Running gear - Wheel profile gauging - Inspect. NQT training purposes.,CM,707030
WDW1133942,Running gear - Bogies - Inspect. NQT training purposes,CM,707030
WDW1133668,"PIS - PIS keeps flicking on and off in saloon, all coaches",CM,707024
WDW1133660,,CM,707021
WDW1133658,CCTV-424/422 A side DOO cameras need cleaning.,CM,707022
WDW1133657,HVAC - 423021 - cooling failure,CM,707021
WDW1133656,,CM,
WDW1133655,CAB-425-F Door cab door drop light seal damage (NPN),CM,707022
WDW1133585,,CM,
WDW1133579,SAFETY-421-Smoke detector failure REPEAT 1133142,CM,707021
WDW1133472,Safety - 424022 - Fire extinguisher out of date,CM,707022
WDW1133470,HVAC-421-Cab HVAC blowing warm air. Advised to trip HVAC MCBs,CM,707020
WDW1133455,SAFETY-UNIT- 2 saloon fire extinguishers OOD.,CM,707015
WDW1133447,SAFETY-Unit- 2 saloon fire ext OOD.,CM,707020
WDW1133428,SAFETY-421/425- Cab fire extinguisher to replace.,CM,707015
WDW1133425,SAFETY-421/425- Cab fire extinguisher to replace.,CM,707020
WDW1133383,broken DOO camera lens,CM,707018
WDW1133382,Medium fault smart valve,CM,707027
WDW1133378,POWER - Shoegear intermediate junction box check,CM,707021
WDW1133367,Doors - 425020 - Cab backwall door closer plastic tab broken,CM,707020
WDW1133362,CCTV - 425017 - DOO function fault (NPN),CM,707017
WDW1133360,707014 424 DVR replaced due to DOO function fault,CM,707014
WDW1133359,POWER - Shoegear intermediate junction box check,CM,707022
WDW1133358,POWER - Shoegear intermediate junction box check - See text,CM,707020
WDW1133241,RDA replaced 425,CM,707029
WDW1133235,SAFETY-424-Smoke detector failure Saloon in coach 424,CM,707024
WDW1133230,,CM,
WDW1133224,Doors - 707017 - ASDO override operated at Whitton with 7022,CM,707017
WDW1133223,PIS - 424022 - PIS fault in coach 424,CM,707022
WDW1133220,Loss of cooling on coach 423,CM,707002
WDW1133218,PIS - 422019 - PIS fault in coach 422,CM,707019
WDW1133217,425 side A DOO camera not working,CM,707007
WDW1133216,WHEELS - 707020 - Leaking End Caps (See Long Description),CM,707020
WDW1133215,DOORS - 425016 - Cab/saloon door closer clip broken,CM,707016
WDW1133205,DOORS - 421019 - Cab Door E Manual Lock Not Engaging (Unable to lock out of use),CM,707019
WDW1133204,"Coach 423 DOO camera not working, please investigate.",CM,707008
WDW1133202,UNDERFRAME - Wheel inspections REAXOO2/REAP026 to complete,CM,707020
WDW1133201,POWER CONVERSION - 4 X E100/E200 FAN BEARINGS TO REPLACE IN STORES,CM,
WDW1133154,ASSET SWAP COMPLETED INCORRECTLY ON WDW1133110,CM,
WDW1133149,The work instruction for this task is on Maintenance Portal,CM,
WDW1133148,REAP026 Running gear  - Wheel profile gauging - Inspect,CM,707018
WDW1133147,The work instruction for this task is on Maintenance Portal,CM,
WDW1133146,RRBX010 Brake components  - Gateway / Smart valves pressure sensor - Calibrate,CM,707018
WDW1133142,Safety-Smoke Detector failure - MON till 28/08/23,CM,707021
WDW1133127,"Cab - 421018 - DMI screen damaged, requires replacing",CM,707018
WDW1133122,SAFETY-422-Fire ext tag missing. Guard placed in 421 cab.,CM,707016
WDW1133121,"SAFETY-421-GSMR fault, Tripped and reset, fault cleared.",CM,707017
WDW1133115,PIS-421- D Door GOP not working.,CM,707019
WDW1133114,PIS-423-GOP PA B Door not working,CM,707021
WDW1133113,,CM,
WDW1133111,CCTV - 424014 - DOO fault,CM,707014
WDW1133110,CCTV - 421019 - DOO camera glass smashed. A side,CM,707019
WDW1133105,Underframe - 421019 - Wheel 7 axle end cap leaking,CM,707019
WDW1133103,CCTV - 425018 - DOO function fault,CM,707018
WDW1133102,Doors - 421019 - Check set-up of 421 Cab door E,CM,707019
WDW1133100,HVAC - 425022 - Drivers cab heating is out of order,CM,707022
WDW1133098,Safety - 421015 - Smoke extraction redundancy fault MON till 24/08/23,CM,707015
WDW1132969,HVAC - 421017 - HVAC not working in coach 421,CM,707017
WDW1132966,421020 Smoke detector. Replace TITANUS MicroSenus with plugs  A2V00002199357,CM,707020
WDW1132965,PIS - 425030 - Cab to Cab Intercom not Working,CM,707030
WDW1132856,Doors - 425021 - CBW door will not close. Latch stuck in locked position,CM,707021
WDW1132855,HVAC - 421019 - Cab HVAC just blowing cold air,CM,707019
WDW1132846,SAFETY - 421021 - GSMR Cab radio fault. Warning 07,CM,707021
WDW1132839,CAB - 421019 - Windscreen washer level low coach 421,CM,707019
WDW1132762,INTERIOR - 421016 - Wall Damage - DEFECT 4,CM,707016
WDW1132694,Cab - 425018 - Unable to take power,CM,707018
WDW1132676,SAFETY-421/425-Fire extinguisher OOD,CM,707015
WDW1132655,SAFETY - 422019 - Missing Fire Extinguisher adjacent 'D' Doors,CM,707019
WDW1132564,RBA + RB1 Busbar Main Fuse Spring Washers To Be Replaced,CM,707016
WDW1132563,PIS - 421019 - GOP handset at door B1/B2 is dead,CM,707019
WDW1132562,Power Supply - 425030 - Missing collector shoe from Bogie 1 A side,CM,707030
WDW1132560,Underframe - 707030 - Carry out underframe inspection following finding 1 x collector shoe missing,CM,707030
WDW1132557,motor wheel set change,CM,707011
WDW1132556,smart valve change Medium fault dragging brakes,CM,707013
WDW1132555,DOORS-421021 Cab door E droplight stiff,CM,707021
WDW1132554,SAFETY - 425020 - Loss of OTDR/JRU,CM,707020
WDW1132546,707010 425 DOOR F DCU replaced,CM,707010
WDW1132544,POWER SUPPLY-422-No1 Battery charger not shown working on HNI,CM,707023
WDW1132542,SAFETY - 425023 -  Loss of OTDR/JRU in trailing coach,CM,707023
WDW1132481,SAFETY - 421017 - Fire extinguisher safety clip missing,CM,707017
WDW1132476,The work instruction for this task is on Maintenance Portal,CM,
WDW1132475,RFDX010 Power conversion - Brake resistor - Inspect,CM,707019
WDW1132469,,CM,707019
WDW1132468,The work instruction for this task is on Maintenance Portal,CM,707019
WDW1132467,RFDX053 Power conversion - Gearbox - Service,CM,707019
WDW1132466,DOORS - 423022 - Door 'D' GOP lock broken,CM,707022
WDW1132441,UNDERFRAME-425019-leaking axle end cap (Wheel 8),CM,707019
WDW1132436,UNDERFRAME - 425019 -Gearbox Axle 1 Bogie 1 requires draining and refilling,CM,707019
WDW1132435,DOORS 707019 - Cab door setup,CM,707019
WDW1132403,The work instruction for this task is on Maintenance Portal,CM,707019
WDW1132402,REAP026 Running gear  - Wheel profile gauging - Inspect,CM,707019
WDW1132401,The work instruction for this task is on Maintenance Portal,CM,707019
WDW1132400,REAX002 Bogies - Wheel Condition - Inspect,CM,707019
WDW1132393,PIS - 425017 - Cab to cab very quiet in 425 end,CM,707017
WDW1132378,Safety - 425024 - JRU failure. Cleared on reset of MCB,CM,707024
WDW1132373,PIS - 424030 - PA in GOP at Door D1 not working,CM,707030
WDW1132369,Safety - 425030 - Missed AWS,CM,707030
WDW1132367,Replace 421 SPCS,CM,707013
WDW1132366,POWER CONVERSION – Traction – Traction is locked.,CM,707023
WDW1132361,UNDERFRAME - WHEELS - Lathe required 422/423/424,CM,707023
WDW1132360,HVAC - 707016 - No Heating / Cooling,CM,707016
WDW1132207,DOORS-421- E door GOP cab door open flap missing.,CM,707021
WDW1132206,DOORS-425-F1 cab door GOP interlock light not working.,CM,707018
WDW1132203,The work instruction for this task is on Maintenance Portal,CM,
WDW1132201,The work instruction for this task is on Maintenance Portal,CM,
WDW1132194,PIS - 421019 - PA not working in cab or 1st GOP panel,CM,707019
WDW1132190,CCTV - 424017 - DOO function fault,CM,707017
WDW1132188,SAFETY - 421021 - CAb fire extinguisher near expiry date,CM,707021
